"지역별(1)","산업별(10차)중분류별(1)",2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022
"지역별(1)","산업별(10차)중분류별(1)",전체기업,중소기업,중소기업,중소기업,중소기업,중소기업,중소기업 외,전체기업,중소기업,중소기업,중소기업,중소기업,중소기업,중소기업 외,전체기업,중소기업,중소기업,중소기업,중소기업,중소기업,중소기업 외,전체기업,중소기업,중소기업,중소기업,중소기업,중소기업,중소기업 외
"지역별(1)","산업별(10차)중분류별(1)",소계,소계,소기업,소기업,소기업,중기업,소계,소계,소계,소기업,소기업,소기업,중기업,소계,소계,소계,소기업,소기업,소기업,중기업,소계,소계,소계,소기업,소기업,소기업,중기업,소계
"지역별(1)","산업별(10차)중분류별(1)",소계,소계,소계,소상공인,소상공인 제외,소계,소계,소계,소계,소계,소상공인,소상공인 제외,소계,소계,소계,소계,소계,소상공인,소상공인 제외,소계,소계,소계,소계,소계,소상공인,소상공인 제외,소계,소계
"대구","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",*,12694,9102,7471,1632,3591,*,*,12139,8764,7357,1407,3375,*,12807,12724,9224,7700,1525,3500,83,13943,13808,9690,8214,1477,4118,134
"인천","전산업",2173929,1361499,822379,555699,266680,539120,812430,2165567,1389108,832387,561403,270984,556722,776459,2490995,1580478,928671,633613,295059,651807,910517,2854816,1732782,993789,696147,297642,738992,1122034
"인천","A.농업, 임업 및 어업(01~03)",*,*,3236,2755,481,*,-,*,3779,*,2972,*,*,*,4209,4209,3644,3068,576,565,-,4429,4429,3793,3250,543,636,-
"인천","B.광업(05~08)",*,*,190,112,77,*,-,1337,1337,*,85,*,*,-,*,1328,304,134,169,1024,*,1073,1073,223,*,*,850,-
"인천","C.제조업(10~34)",1034525,429896,251333,117294,134039,178564,604629,990906,423910,247976,114153,133823,175933,566997,1147826,480867,276157,130985,145172,204710,666959,1345958,517163,288746,141815,146931,228417,828795
"인천","D.전기, 가스, 증기 및 공기 조절 공급업(35)",10225,2046,365,218,147,1681,8179,9047,1887,*,178,*,*,7160,9990,2466,374,199,175,2092,7523,15468,2838,605,384,221,2233,12631
"인천","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",17453,12898,3409,1549,1860,9489,4555,18698,14779,3715,1749,1967,11063,3919,25221,18592,4226,2025,2201,14365,6630,27501,19247,4434,2271,2163,14814,8254
"인천","F.건설업(41~42)",200915,150104,93745,62944,30801,56359,50811,214123,155142,96425,65317,31108,58717,58980,230900,170724,108081,74679,33402,62643,60176,252150,188135,116848,82830,34019,71286,64015
"인천","G.도매 및 소매업(45~47)",491040,441388,262271,211061,51210,179117,49652,513532,452544,265146,213081,52066,187397,60988,584711,514983,293752,235682,58070,221231,69728,637127,569638,308844,253053,55791,260795,67489
"인천","H.운수 및 창고업(49~52)",120049,72448,53427,42256,11172,19020,47601,102058,74921,56100,41487,14612,18821,27138,116409,87248,62266,46535,15731,24982,29161,136922,100029,69478,54632,14846,30551,36893
"인천","I.숙박 및 음식점업(55~56)",70057,66044,54716,45998,8718,11328,4013,67584,64401,55048,47858,7190,9354,3183,72561,69255,59215,51649,7566,10040,3306,89752,85932,71366,62662,8705,14565,3821
"인천","J.정보통신업(58~63)",12520,10220,6252,3548,2704,3968,2300,13686,11172,7313,4085,3228,3859,2515,15950,13084,8909,5017,3892,4176,2866,22349,16179,10713,6399,4314,5466,6170
"인천","K.금융 및 보험업(64~66)",7645,5343,3093,2216,878,2250,2301,7484,4366,3064,1914,1150,1302,3118,8655,4082,3367,2226,1141,715,4573,8998,4335,3501,2281,1220,834,4663
"인천","L.부동산업(68)",70462,52618,23888,21819,2069,28730,17844,88396,63612,26938,24489,2450,36673,24784,116162,77752,32571,29925,2646,45181,38410,119564,69402,30944,27976,2968,38458,50162
"인천","M.전문, 과학 및 기술 서비스업(70~73)",34201,21347,15234,8137,7097,6112,12854,31690,24887,16996,9381,7615,7891,6803,36725,29972,20498,11592,8907,9474,6752,50252,33021,22460,12964,9496,10561,17230
"인천","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",*,25121,13310,6820,6490,11812,*,31089,24802,13947,7352,6595,10855,6286,39243,29308,15938,9097,6841,13369,9935,49047,32755,17397,10040,7357,15358,16292
"인천","P.교육 서비스업(85)",*,9468,7471,6684,787,1997,*,*,9386,6729,6033,696,2657,*,*,11924,9175,8145,1030,2749,*,*,13662,10486,9385,1101,3176,*
"인천","Q.보건업 및 사회복지 서비스업(86~87)",*,33348,12878,7708,5170,20470,*,*,34512,12094,7237,4856,22418,*,*,38678,12628,7732,4896,26051,*,*,43915,13396,*,*,30519,*
"인천","R.예술, 스포츠 및 여가관련 서비스업(90~91)",14528,8088,6537,5591,947,1550,6440,10317,6802,5370,4738,632,1432,3515,10772,7435,5614,4780,834,1821,3337,14259,9729,7518,6435,1084,2210,4531
"인천","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",*,17155,11024,8991,2033,6131,*,*,16870,11285,9294,1991,5585,*,18571,18571,11951,10142,1809,6619,-,21300,21300,13038,11311,1727,8263,-
